,Life
0.010310000000000001,3603.282561026549
0.01737,1253.2595104416764
0.019620000000000002,990.5152836924921
0.01157,2830.1583087330073
0.011890000000000001,2674.9928199567426
0.02431,659.841537010835
0.00756,7114.960457998424
0.01887,1067.5626173969438
0.011800000000000001,2717.255977166926
0.01915,1037.7234210477957
0.02231,775.5816049011132
0.01629,1420.785800132613
0.011970000000000001,2638.2862301865775
0.01165,2790.06533729179
0.00385,39775.84171627582
0.0052699999999999995,16936.549093032987
0.0149,1694.466583526114
0.01652,1382.2555686572875
0.01399,1921.7213194191556
0.011519999999999999,2855.677976714229
0.0077,6824.533276812618
0.01988,965.8426069033163
0.0068200000000000005,9025.748123989239
0.019710000000000002,981.8630111724224
0.014410000000000001,1811.2174459281605
0.014150000000000001,1878.4026293257841
0.01747,1239.3404810556424
0.00415,32087.941564756256
0.0151,1650.1904341946292
0.00845,5542.25275182605
0.014490000000000001,1791.3048969469173
0.00899,4836.942596960717
0.006730000000000001,9311.669852291314
0.008310000000000001,5751.4758169300285
0.01804,1164.469148546278
0.01348,2070.846733063831
0.01082,3254.5670604345014
0.01168,2775.260104953692
0.00322,68617.33050226896
0.022949999999999998,735.255267595244
0.0030299999999999997,83653.58207572335
0.00394,37199.78648386531
0.01744,1243.4904429130677
0.00523,17269.30028081134
0.00436,27970.89330129192
0.012660000000000001,2352.0418099321346
0.01033,3588.523343860903
0.01923,1029.4397575101682
0.01045,3501.9250982276426
0.00532,16534.275924637182
0.00882,5043.108623294316
0.01162,2804.9950289779676
0.00454,25048.62564985912
0.01776,1200.327267115435
0.013560000000000001,2046.2723232024782
0.0143,1839.1722653210918
0.01831,1131.468976661252
0.00654,9963.416185626718
0.01059,3404.9675014859417
0.01273,2325.753249289365
0.012039999999999999,2606.813105909265
0.01024,3655.6964212554053
0.01253,2402.120429913384
0.01948,1004.2162048104724
0.01301,2225.085475677183
0.0037300000000000002,43651.90498560051
0.00331,62864.56168407598
0.019850000000000003,968.6395551045827
0.01302,2221.6176667434534
0.01234,2478.3880512523915
0.01818,1147.170835352395
0.009630000000000001,4167.856155824412
0.00661,9715.300493287163
0.0237,692.0746502859058
0.00679,9119.524181734225
0.01161,2809.9994993625014
0.02068,895.7244083803373
0.016550000000000002,1377.3516690339102
0.00481,21465.51753309121
0.01984,969.5747196989655
0.00979,4023.122320388546
0.00328,64699.50278579368
0.00314,74415.23591486736
0.016829999999999998,1332.8764885952726
0.01098,3155.993660937707
0.0067800000000000004,9151.119117195167
0.00463,23758.80417943483
0.014070000000000001,1899.867456251316
0.01569,1529.6837330576516
0.017140000000000002,1286.2267222099224
0.012150000000000001,2558.5339564517135
0.00471,22695.493195761854
0.006690000000000001,9443.277926192579
0.01537,1593.25063587078
0.022180000000000002,784.2012003108609
0.01117,3044.8963112108418
0.0039,38312.60167502857
0.016350000000000003,1410.5724364057
0.00451,25502.397707067856
0.00901,4813.555942862588
0.0107,3331.706358342412
0.00504,18995.845695630196
0.020059999999999998,949.3260471747484
0.00664,9611.885380036132
0.0083,5766.890166069645
0.012199999999999999,2537.0520126329006
0.0036200000000000004,47727.892541112786
0.00859,5344.669949126771
0.008289999999999999,5782.369055047143
0.01233,2482.507279079693
0.01921,1031.5008437526421
0.013859999999999999,1958.0886017131606
0.01067,3351.439655828209
0.01019,3693.870373316862
0.01126,2994.399455878416
0.011,3144.001953306852
0.007110000000000001,8191.455848750617
0.01488,1698.997045925829
0.01727,1267.4271306480875
0.00897,4860.507329102336
0.02522,615.9926867820828
0.00584,13096.200420501367
0.005370000000000001,16146.503773273591
0.01028,3625.6004807257295
0.01268,2344.4832763488835
0.00426,29824.562595794432
0.0039900000000000005,35876.18359005184
0.01153,2850.5452237490344
0.01276,2314.6279744914364
0.01246,2429.7841338782273
0.01046,3494.8567745289274
0.00505,18898.49446135135
0.0086,5330.97910860815
0.006900000000000001,8782.865083931982
0.01315,2177.2993222742243
0.0077599999999999995,6705.6787452430035
0.005940000000000001,12562.031692953635
0.02236,772.3062714586177
0.01123,3011.084724488081
0.017079999999999998,1295.052449141317
0.01762,1218.9151672074945
0.00752,7201.480707619403
0.01973,979.9565183904167
0.027620000000000002,520.1614197030335
0.0166,1369.239321153759
0.00483,21231.770224602533
0.01444,1803.70953852768
0.01216,2554.214745445601
0.014310000000000002,1836.602907357016
0.014240000000000001,1854.708069585682
0.017920000000000002,1179.6267907408042
0.01052,3452.912711500494
0.00782,6590.016514642596
0.02322,719.2303528292143
0.018420000000000002,1118.4464518472719
0.028640000000000002,486.41313396016665
0.02413,669.1013464783771
0.00458,24462.500621249645
0.00395,36929.21897004302
0.009880000000000002,3945.1375509617556
0.014920000000000001,1689.9551416325062
0.01439,1816.2501230435955
0.0131,2194.1787732376433
0.01599,1473.64853013511
0.01351,2061.577134416454
0.01226,2511.645769131007
0.00591,12718.698397569719
0.00795,6349.827125076901
0.00512,18237.959711226653
0.00558,14661.320314405097
0.01376,1986.8069566662625
0.01279,2303.58620154562
0.01285,2281.749772625158
0.0063,10893.11524823994
0.029660000000000002,456.0120288046041
0.00893,4908.178399782025
0.0072900000000000005,7732.3059288985205
0.0214,839.2599848540507
0.01287,2274.543276661164
0.0044800000000000005,25968.82399558689
0.011090000000000001,3090.914046095558
0.00916,4643.652475183204
0.014050000000000002,1905.2940779930839
0.014029999999999999,1910.745161961605
0.00468,23085.554048085294
0.01344,2083.3086636206813
0.0041600000000000005,31871.57947199025
0.01675,1345.3496473229993
0.010830000000000001,3248.265515429426
0.01053,3445.9988006038698
0.00934,4451.844903230384
0.01201,2620.2289357151494
0.008150000000000001,6006.059908311075
0.0074600000000000005,7334.36446581893
0.00713,8138.374807332635
0.019129999999999998,1039.810814560716
0.014039999999999999,1908.0165528095529
0.01244,2437.7801490509087
0.01297,2239.042268087665
0.01589,1491.9618922644015
0.01469,1743.006329116002
0.01557,1553.0445718324704
0.01801,1168.229580776001
0.02782,513.2568035052706
0.01765,1214.8939281990736
0.01573,1522.0198038940896
0.01464,1754.8868216239466
0.00984,3979.5025539557246
0.00943,4360.548456554847
0.01154,2845.4269190922505
0.00608,11868.872875349502
0.01701,1305.470614188354
0.01697,1311.4834160403364
0.01617,1441.5660747237814
0.02029,928.8633236710091
0.010060000000000001,3796.0989926131115
0.00372,44000.35818536532
